brewery_type,city,state,country,is_micro
micro,Middlesex,New Jersey,United States,1
brewpub,Boston,Massachusetts,United States,0
brewpub,Baltimore,Maryland,United States,0
brewpub,Petaluma,California,United States,0
brewpub,Watertown,South Dakota,United States,0
micro,Talkeetna,Alaska,United States,1
brewpub,Silver Spring,Maryland,United States,0
micro,Monmouth,Illinois,United States,1
planning,Delta,Colorado,United States,0
micro,Denton,Texas,United States,1
micro,Denver,Colorado,United States,1
micro,Littleton,Colorado,United States,1
micro,Denver,Colorado,United States,1
micro,Arvada,Colorado,United States,1
micro,Jersey City,New Jersey,United States,1
contract,Hollywood,Florida,United States,0
micro,Artarmon,NSW,Australia,1
brewpub,Shenandoah,Iowa,United States,0
brewpub,Greenville,Pennsylvania,United States,0
micro,Jonesborough,Tennessee,United States,1
closed,Bremerton,Washington,United States,0
micro,Columbus,Ohio,United States,1
brewpub,Milford,New Jersey,United States,0
regional,Bend,Oregon,United States,0
brewpub,Bend,Oregon,United States,0
brewpub,Portland,Oregon,United States,0
brewpub,Hesperia,California,United States,0
micro,Mesa,Arizona,United States,1
brewpub,Salt Lake City,Utah,United States,0
planning,Gilbert,Arizona,United States,0
micro,Albuquerque,New Mexico,United States,1
bar,Singapore,Singapore,Singapore,0
brewpub,Park Hills,Missouri,United States,0
brewpub,Carlisle,Pennsylvania,United States,0
micro,Denver,Colorado,United States,1
brewpub,Champaign,Illinois,United States,0
brewpub,Normal,Illinois,United States,0
micro,Normal,Illinois,United States,1
micro,Destin,Florida,United States,1
micro,Rowville,VIC,Australia,1
contract,Austin,Texas,United States,0
micro,Bay Shore,New York,United States,1
brewpub,Detroit,Michigan,United States,0
micro,Sanford,Florida,United States,1
micro,Indianapolis,Indiana,United States,1
micro,Sacramento,California,United States,1
micro,Galveston,Texas,United States,1
micro,Xenia,Ohio,United States,1
micro,San Carlos,California,United States,1
brewpub,Juneau,Alaska,United States,0
micro,Collingswood,New Jersey,United States,1
micro,Dubbo,NSW,Australia,1
micro,Athens,Ohio,United States,1
brewpub,Cape Town,Western Cape,South Africa,0
planning,Escondido,California,United States,0
micro,South Dennis,Massachusetts,United States,1
micro,Merrillville,Indiana,United States,1
micro,Tuerong,VIC,Australia,1
large,Roseland,Virginia,United States,0
large,Lexington,Virginia,United States,0
micro,Boynton Beach,Florida,United States,1
planning,Export,Pennsylvania,United States,0
brewpub,Yorklyn,Delaware,United States,0
brewpub,Dewey Beach,Delaware,United States,0
micro,Mandan,North Dakota,United States,1
micro,Albuquerque,New Mexico,United States,1
micro,North Little Rock,Arkansas,United States,1
micro,Mukilteo,Washington,United States,1
brewpub,Mountlake Terrace,Washington,United States,0
brewpub,Mukilteo,Washington,United States,0
brewpub,Susanville,California,United States,0
micro,Centralia,Washington,United States,1
brewpub,Wundschuh,Steiermark,Austria,0
micro,Denver,Colorado,United States,1
micro,Tucson,Arizona,United States,1
brewpub,Dillon,Colorado,United States,0
micro,Dubuque,Iowa,United States,1
micro,Dimondale,Michigan,United States,1
micro,Carrboro,North Carolina,United States,1
micro,Bakersfield,California,United States,1
micro,Biddeford,Maine,United States,1
brewpub,Bluemont,Virginia,United States,0
planning,Philomath,Oregon,United States,0
micro,Hope Mills,North Carolina,United States,1
closed,Woodinville,Washington,United States,0
micro,Seattle,Washington,United States,1
micro,Mansfield,Texas,United States,1
micro,Cocoa,Florida,United States,1
micro,Port Townsend,Washington,United States,1
micro,Soquel,California,United States,1
micro,Perham,Minnesota,United States,1
micro,Saint Petersburg,Florida,United States,1
closed,Milwaukee,Wisconsin,United States,0
planning,Roslindale,Massachusetts,United States,0
micro,Stevens Point,Wisconsin,United States,1
closed,Milwaukee,Wisconsin,United States,0
brewpub,New City,New York,United States,0
brewpub,Mount Vernon,Washington,United States,0
taproom,Ferndale,Washington,United States,0
brewpub,Washington,District of Columbia,United States,0
proprietor,Greenwood Village,Colorado,United States,0
micro,Chemung,New York,United States,1
micro,Charlotte,North Carolina,United States,1
brewpub,Manheim,Pennsylvania,United States,0
micro,Oakland,California,United States,1
micro,San Diego,California,United States,1
micro,Arlington,Texas,United States,1
brewpub,Norfolk,Nebraska,United States,0
closed,New Orleans,Louisiana,United States,0
closed,New Orleans,Louisiana,United States,0
brewpub,West Palm Beach,Florida,United States,0
brewpub,Beckley,West Virginia,United States,0
brewpub,Du Bois,Pennsylvania,United States,0
brewpub,San Juan Capistrano,California,United States,0
brewpub,Philadelphia,Pennsylvania,United States,0
planning,Philadelphia,Pennsylvania,United States,0
brewpub,Charleston,South Carolina,United States,0
planning,Milford,Connecticut,United States,0
brewpub,Dodge City,Kansas,United States,0
planning,Trinidad,Colorado,United States,0
brewpub,Boerne,Texas,United States,0
closed,Renton,Washington,United States,0
taproom,Cashmere,Washington,United States,0
brewpub,Bremerton,Washington,United States,0
brewpub,Leesburg,Virginia,United States,0
micro,Saint Augustine,Florida,United States,1
contract,Bozeman,Montana,United States,0
micro,West Chester,Ohio,United States,1
brewpub,Rehoboth Beach,Delaware,United States,0
regional,Milton,Delaware,United States,0
micro,Leavenworth,Washington,United States,1
brewpub,Richmond,Virginia,United States,0
micro,Lisboa,Lisboa,Portugal,1
brewpub,Dolores,Colorado,United States,0
planning,Arvada,Colorado,United States,0
regional,Ballyshannon,Donegal,Ireland,0
brewpub,New Albany,Indiana,United States,0
brewpub,Washougal,Washington,United States,0
closed,Vancouver,Washington,United States,0
micro,Vancouver,Washington,United States,1
micro,Decatur,Illinois,United States,1
micro,Baileys Harbor,Wisconsin,United States,1
micro,Dorchester,Massachusetts,United States,1
micro,San Antonio,Texas,United States,1
micro,San Marcos,California,United States,1
contract,Denver,Colorado,United States,0
brewpub,Central City,Colorado,United States,0
micro,Dublin,Dublin,Ireland,1
brewpub,Smithfield,North Carolina,United States,0
micro,Langley,Washington,United States,1
brewpub,Vandergrift,Pennsylvania,United States,0
micro,Lancaster,Ohio,United States,1
brewpub,Marble Falls,Texas,United States,0
micro,Hood River,Oregon,United States,1
micro,Pennsauken,New Jersey,United States,1
micro,Kansas City,Missouri,United States,1
brewpub,Madison,Ohio,United States,0
micro,Chicago,Illinois,United States,1
micro,Everett,Massachusetts,United States,1
closed,Post Falls,Idaho,United States,0
micro,Dearborn,Michigan,United States,1
micro,Parker,Colorado,United States,1
micro,Greenwood Village,Colorado,United States,1
micro,Kingston,Washington,United States,1
brewpub,Knoxville,Tennessee,United States,0
brewpub,Napa,California,United States,0
proprietor,Doylestown,Pennsylvania,United States,0
planning,San Leandro,California,United States,0
contract,Pasadena,California,United States,0
micro,Wixom,Michigan,United States,1
micro,Purcellville,Virginia,United States,1
planning,Manquin,Virginia,United States,0
micro,Milton Freewater,Oregon,United States,1
micro,Montclair,California,United States,1
micro,Warren,Michigan,United States,1
micro,Tucson,Arizona,United States,1
regional,San Leandro,California,United States,0
brewpub,Winterton,KwaZulu-Natal,South Africa,0
micro,Roseburg,Oregon,United States,1
planning,Loveland,Colorado,United States,0
brewpub,New Hudson,Michigan,United States,0
micro,Austin,Texas,United States,1
micro,Missoula,Montana,United States,1
planning,La Mirada,California,United States,0
micro,Goleta,California,United States,1
micro,Pretoria,Gauteng,South Africa,1
brewpub,Monroe,Washington,United States,0
micro,Richmond,Kentucky,United States,1
micro,Elk Grove,California,United States,1
micro,Fargo,North Dakota,United States,1
micro,Wexford,Wexford,Ireland,1
micro,Cape Town,Western Cape,South Africa,1
micro,Soldiers Grove,Wisconsin,United States,1
micro,Sibley,Iowa,United States,1
micro,Clackamas,Oregon,United States,1
micro,Middlebury,Vermont,United States,1
micro,Cle Elum,Washington,United States,1
micro,Snoqualmie Pass,Washington,United States,1
micro,Tuscaloosa,Alabama,United States,1
micro,Fargo,North Dakota,United States,1
micro,Bridgton,Maine,United States,1
micro,South Hadley,Massachusetts,United States,1
brewpub,Saratoga Springs,New York,United States,0
micro,Wheaton,Illinois,United States,1
brewpub,Spruce Pine,North Carolina,United States,0
micro,kennesaw,Georgia,United States,1
regional,Aurora,Colorado,United States,0
micro,Aurora,Colorado,United States,1
micro,Paducah,Kentucky,United States,1
micro,Los Angeles,California,United States,1
micro,Chicago,Illinois,United States,1
brewpub,Lovington,New Mexico,United States,0
micro,Launceston,TAS,Australia,1
micro,Saint Paul,Minnesota,United States,1
brewpub,Duluth,Minnesota,United States,0
brewpub,Glendale,Arizona,United States,0
brewpub,Excelsior Springs,Missouri,United States,0
micro,Dublin,Dublin,Ireland,1
micro,Linwood,New York,United States,1
micro,Renton,Washington,United States,1
contract,Muscatine,Iowa,United States,0
micro,San Diego,California,United States,1
micro,Farmville,North Carolina,United States,1
regional,Baltimore,Maryland,United States,0
micro,Torrance,California,United States,1
micro,Boynton Beach,Florida,United States,1
micro,Colorado Springs,Colorado,United States,1
brewpub,Santa Fe,New Mexico,United States,0
micro,Pikeville,Kentucky,United States,1
planning,Lincoln,California,United States,0
micro,Elkhorn,Wisconsin,United States,1
brewpub,Gig Harbor,Washington,United States,0
micro,Santa Margarita,California,United States,1
micro,Tarrytown,New York,United States,1
brewpub,Dunedin,Florida,United States,0
planning,Dunedin,Florida,United States,0
micro,Dungarvan,Waterford,Ireland,1
micro,Port Angeles,Washington,United States,1
micro,Bloomingdale,Ohio,United States,1
micro,Davis,California,United States,1
brewpub,Dunsmuir,California,United States,0
brewpub,Lisboa,Lisboa,Portugal,0
contract,Pittsburgh,Pennsylvania,United States,0
brewpub,Durango,Colorado,United States,0
micro,Durban,KwaZulu-Natal,South Africa,1
micro,Durham,North Carolina,United States,1
micro,Turlock,California,United States,1
micro,Aberglasslyn,NSW,Australia,1
brewpub,Long Beach,California,United States,0
closed,Branford,Connecticut,United States,0
micro,Goldendale,Washington,United States,1
contract,Bronx,New York,United States,0
planning,Ashburn,Virginia,United States,0
micro,Tacoma,Washington,United States,1
micro,Alamo,California,United States,1
micro,Concord,California,United States,1
micro,Pittsburg,California,United States,1
micro,Olalla,Washington,United States,1
micro,Tacoma,Washington,United States,1
micro,Eagle Bay,WA,Australia,1
micro,Statesboro,Georgia,United States,1
brewpub,Milwaukee,Wisconsin,United States,0
micro,Los Angeles,California,United States,1
brewpub,Lansing,Michigan,United States,0
contract,Cleveland,Ohio,United States,0
micro,Toledo,Ohio,United States,1
closed,Paso Robles,California,United States,0
micro,Cudgen,NSW,Australia,1
brewpub,Philadelphia,Pennsylvania,United States,0
brewpub,Portsmouth,New Hampshire,United States,0
micro,Superior,Wisconsin,United States,1
brewpub,Saint Louis,Missouri,United States,0
micro,Traverse City,Michigan,United States,1
brewpub,Downingtown,Pennsylvania,United States,0
micro,Richmond,California,United States,1
micro,Munising,Michigan,United States,1
micro,Santa Cruz,California,United States,1
micro,Umbogintwini,KwaZulu-Natal,South Africa,1
micro,Pittsburgh,Pennsylvania,United States,1
planning,Manasquan,New Jersey,United States,0
micro,Blue Springs,Missouri,United States,1
brewpub,Nashville,Tennessee,United States,0
planning,New Haven,Connecticut,United States,0
micro,East Troy,Wisconsin,United States,1
brewpub,Grand Rapids,Michigan,United States,0
micro,Mattituck,New York,United States,1
micro,Detroit,Michigan,United States,1
micro,Saint Michaels,Maryland,United States,1
micro,Minneapolis,Minnesota,United States,1
micro,Syracuse,New York,United States,1
micro,Woolloongabba,QLD,Australia,1
brewpub,Charlotte,Michigan,United States,0
micro,Manassas,Virginia,United States,1
brewpub,Caledonia,Michigan,United States,0
brewpub,Carlsbad,California,United States,0
micro,Vista,California,United States,1
brewpub,Erie,Colorado,United States,0
brewpub,Frederick,Colorado,United States,0
micro,Poulsbo,Washington,United States,1
micro,Chico,California,United States,1
micro,Keilor Park,VIC,Australia,1
micro,Merchantville,New Jersey,United States,1
planning,Sunbury,Pennsylvania,United States,0
micro,Portland,Oregon,United States,1
micro,Pisgah Forest,North Carolina,United States,1
micro,Pisgah Forest,North Carolina,United States,1
closed,Moab,Utah,United States,0
micro,Buena Vista,Colorado,United States,1
planning,Ann Arbor,Michigan,United States,0
micro,Mittagong,NSW,Australia,1
brewpub,Boise,Idaho,United States,0
brewpub,Boise,Idaho,United States,0
micro,Colorado City,Arizona,United States,1
brewpub,Grand Junction,Colorado,United States,0
brewpub,Charleston,South Carolina,United States,0
micro,Wilmington,North Carolina,United States,1
closed,Bismarck,North Dakota,United States,0
micro,Fortuna,California,United States,1
micro,Scotia,California,United States,1
contract,Montclair,New Jersey,United States,0
micro,Woodbury,New Jersey,United States,1
micro,Livermore,California,United States,1
micro,Mitchelstown,Cork,Ireland,1
planning,Hillsboro,West Virginia,United States,0
contract,Los Angeles,California,United States,0
micro,Hornsby,NSW,Australia,1
micro,Diamond Springs,California,United States,1
micro,El Paso,Texas,United States,1
brewpub,Evergreen,Colorado,United States,0
micro,El Segundo,California,United States,1
brewpub,Morgan Hill,California,United States,0
planning,Norfolk,Virginia,United States,0
micro,Joliet,Illinois,United States,1
micro,Gaithersburg,Maryland,United States,1
micro,Houston,Texas, United States,1
micro,Bristol,Tennessee,United States,1
micro,Bisbee,Arizona,United States,1
micro,Murrieta,California,United States,1
micro,Millers Falls,Massachusetts,United States,1
micro,Tempe,Arizona,United States,1
brewpub,El Cerrito,California,United States,0
micro,Poncha Springs,Colorado,United States,1
brewpub,Columbus,Ohio,United States,0
micro,Columbus,Ohio,United States,1
micro,Cornelius,North Carolina,United States,1
micro,Pittsburgh,Pennsylvania,United States,1
brewpub,Batavia,New York,United States,0
brewpub,Crested Butte,Colorado,United States,0
brewpub,Comstock Park,Michigan,United States,0
brewpub,Grand Rapids,Michigan,United States,0
brewpub,Millheim,Pennsylvania,United States,0
micro,Buckley,Washington,United States,1
brewpub,Eugene,Oregon,United States,0
micro,Deer Lodge,Montana,United States,1
brewpub,Sandusky,Michigan,United States,0
contract,Oklahoma City,Oklahoma,United States,0
micro,Watsonville,California,United States,1
micro,Grants,New Mexico,United States,1
brewpub,Knoxville,Tennessee,United States,0
closed,Lynnwood,Washington,United States,0
brewpub,Ellicott City,Maryland,United States,0
micro,Ellicottville,New York,United States,1
brewpub,Seattle,Washington,United States,0
brewpub,Burien,Washington,United States,0
brewpub,Seattle,Washington,United States,0
micro,Orlando,Florida,United States,1
brewpub,Las Vegas,Nevada,United States,0
micro,East Lansing,Michigan,United States,1
brewpub,Keene,New Hampshire,United States,0
brewpub,Elmhurst,Illinois,United States,0
planning,Knoxville,Tennessee,United States,0
micro,Weaverville,North Carolina,United States,1
large,Seattle,Washington,United States,0
large,Seattle,Washington,United States,0
large,Seattle,Washington,United States,0
closed,Seattle,Washington,United States,0
micro,Cape Town,Western Cape,South Africa,1
micro,East London,Eastern Cape,South Africa,1
brewpub,Downers Grove,Illinois,United States,0
brewpub,Palatine,Illinois,United States,0
brewpub,West Dundee,Illinois,United States,0
brewpub,Wheaton,Illinois,United States,0
brewpub,Syracuse,New York,United States,0
planning,New York,New York,United States,0
micro,Cazenovia,New York,United States,1
micro,Chicago,Illinois,United States,1
brewpub,Menasha,Wisconsin,United States,0
micro,Dover,New Hampshire,United States,1
micro,Lincoln,Nebraska,United States,1
brewpub,Angel Fire,New Mexico,United States,0
micro,Columbus,Ohio,United States,1
micro,The Rocks,NSW,Australia,1
micro,The Rocks,NSW,Australia,1
micro,Montrose,Pennsylvania,United States,1
planning,Versailles,Ohio,United States,0
micro,Lafayette,Colorado,United States,1
micro,Moorpark,California,United States,1
micro,Jacksonville,Florida,United States,1
brewpub,Jacksonville Beach,Florida,United States,0
micro,Marina,California,United States,1
closed,Spokane,Washington,United States,0
brewpub,Springfield,Illinois,United States,0
micro,Victoria,Minnesota,United States,1
micro,Milwaukee,Wisconsin,United States,1
micro,Hillsborough,North Carolina,United States,1
micro,Vashon,Washington,United States,1
proprietor,Hingham,Massachusetts,United States,0
closed,Enumclaw,Washington,United States,0
brewpub,Eola,Texas,United States,0
micro,Salt Lake City,Utah,United States,1
closed,Salt Lake City,Utah,United States,0
micro,Denver,Colorado,United States,1
micro,Keilor Park,VIC,Australia,1
micro,Norwich,Connecticut,United States,1
micro,Concord,California,United States,1
micro,Brookings,South Dakota,United States,1
micro,San Diego,California,United States,1
micro,Houston,Texas,United States,1
micro,Middletown,New York,United States,1
micro,Fort Collins,Colorado,United States,1
micro,Erie,Pennsylvania,United States,1
micro,Erie,Pennsylvania,United States,1
micro,Canastota,New York,United States,1
brewpub,Chicago,Illinois,United States,0
micro,Trinity,Florida,United States,1
micro,Redlands,California,United States,1
micro,Escondido,California,United States,1
micro,Winchester,Virginia,United States,1
brewpub,Taos,New Mexico,United States,0
micro,Estes Park,Colorado,United States,1
micro,Howell,Michigan,United States,1
micro,Lexington,Kentucky,United States,1
micro,Etna,California,United States,1
planning,Dahlonega,Georgia,United States,0
micro,Tyler,Texas,United States,1
micro,Dayton,Ohio,United States,1
micro,Houston,Texas,United States,1
contract,Atlanta,Georgia,United States,0
micro,Riverside,California,United States,1
micro,Irvine,California,United States,1
micro,McMinnville,Oregon,United States,1
micro,Atlanta,Georgia,United States,1
micro,Camp Hill,Pennsylvania,United States,1
brewpub,Evergreen,Colorado,United States,0
micro,White Salmon,Washington,United States,1
brewpub,Mishawaka,Indiana,United States,0
micro,Philadelphia,Pennsylvania,United States,1
micro,Crete,Illinois,United States,1
regional,Salisbury,Maryland,United States,0
brewpub,Salisbury,Maryland,United States,0
micro,Portland,Oregon,United States,1
micro,Breese,Illinois,United States,1
micro,Excelsior,Minnesota,United States,1
brewpub,Exeter,New Hampshire,United States,0
micro,Pontiac,Michigan,United States,1
micro,Framingham,Massachusetts,United States,1
micro,Des Moines,Iowa,United States,1
micro,Saint Charles,Missouri,United States,1
brewpub,Forest Park,Illinois,United States,0
micro,Kelso,Washington,United States,1
brewpub,Midlothian,Virginia,United States,0
micro,Faribault,Minnesota,United States,1
micro,Alameda,California,United States,1
micro,Denver,Colorado,United States,1
micro,Fuquay Varina,North Carolina,United States,1
micro,Seattle,Washington,United States,1
brewpub,Fair Oaks,California,United States,0
micro,Minneapolis,Minnesota,United States,1
micro,Saint Paul,Minnesota,United States,1
micro,Lorton,Virginia,United States,1
micro,Stratford,Connecticut,United States,1
brewpub,Fairfield,Nebraska,United States,0
micro,Fairhope,Alabama,United States,1
micro,Fairport,New York,United States,1
micro,Fairport,New York,United States,1
micro,San Diego,California,United States,1
closed,Burney,California,United States,0
micro,Redding,California,United States,1
micro,Fallbrook,California,United States,1
micro,Street,Maryland,United States,1
brewpub,Warren,Michigan,United States,0
micro,Minneapolis,Minnesota,United States,1
brewpub,Eugene,Oregon,United States,0
micro,Louisville,Kentucky,United States,1
brewpub,Charleston,South Carolina,United States,0
micro,Dripping Springs,Texas,United States,1
micro,Knoxville,Tennessee,United States,1
micro,Blue Ridge,Georgia,United States,1
contract,Naples,Florida,United States,0
micro,Culpeper,Virginia,United States,1
micro,Fargo,North Dakota,United States,1
planning,Arlington,Vermont,United States,0
micro,Buckley,Washington,United States,1
planning,Reisterstown,Maryland,United States,0
planning,Princeton,California,United States,0
micro,Farmington,Michigan,United States,1
micro,Farmington,Michigan,United States,1
micro,Mount Vernon,Washington,United States,1
brewpub,Omaha,Nebraska,United States,0
micro,South Burlington,Vermont,United States,1
micro,Seattle,Washington,United States,1
micro,Nashville,Tennessee,United States,1
closed,Milwaukee,Wisconsin,United States,0
regional,Middleburg Heights,Ohio,United States,0
brewpub,North Olmsted,Ohio,United States,0
brewpub,Canton,Ohio,United States,0
brewpub,Exeter,New Hampshire,United States,0
micro,Mason City,Iowa,United States,1
micro,East Hampton,Connecticut,United States,1
micro,Punta Gorda,Florida,United States,1
micro,Pryor,Oklahoma,United States,1
brewpub,Boulder,Colorado,United States,0
brewpub,Bryan,Ohio,United States,0
micro,Sequim,Washington,United States,1
contract,Charleston,South Carolina,United States,0
brewpub,Sunnyvale,California,United States,0
planning,Anchorage,Alaska,United States,0
micro,New Braunfels,Texas,United States,1
planning,Columbia,Tennessee,United States,0
planning,Fayetteville,Arkansas,United States,0
brewpub,Estacada,Oregon,United States,0
brewpub,Oroville,California,United States,0
micro,Magalia,California,United States,1
micro,Concord,New Hampshire,United States,1
planning,San Dimas,California,United States,0
micro,Makhanda,Eastern Cape,South Africa,1
micro,Oregon City,Oregon,United States,1
micro,Oakland,California,United States,1
planning,Bloomfield,Indiana,United States,0
brewpub,Allentown,Pennsylvania,United States,0
brewpub,Trumansburg,New York,United States,0
micro,Brisbane City,QLD,Australia,1
brewpub,Huxley,Iowa,United States,0
micro,Polk City,Iowa,United States,1
brewpub,Fenton,Michigan,United States,0
micro,Baskerville,WA,Australia,1
large,Baskerville,WA,Australia,0
brewpub,Vancouver,Washington,United States,0
brewpub,Saint Louis,Missouri,United States,0
micro,Denver,Colorado,United States,1
micro,San Francisco,California,United States,1
micro,Philadelphia,Pennsylvania,United States,1
micro,Sioux Falls,South Dakota,United States,1
brewpub,Sioux Falls,South Dakota,United States,0
micro,Dobbs Ferry,New York,United States,1
planning,Trussville,Alabama,United States,0
micro,Whitehall,Michigan,United States,1
micro,Alvin,Texas,United States,1
micro,Lancaster,Pennsylvania,United States,1
closed,Whitehall,Wisconsin,United States,0
micro,Colorado Springs,Colorado,United States,1
planning,Colorado Springs,Colorado,United States,0
micro,Cincinnati,Ohio,United States,1
micro,Denver,Colorado,United States,1
regional,Shelburne,Vermont,United States,0
micro,Winston Salem,North Carolina,United States,1
planning,Westfield,Indiana,United States,0
planning,Olathe,Kansas,United States,0
micro,Abbotsford,VIC,Australia,1
regional,Berkeley,California,United States,0
planning,Fife Lake,Michigan,United States,0
micro,Charleston,West Virginia,United States,1
proprietor,Rochester,New York,United States,0
micro,Long Island City,New York,United States,1
brewpub,Dayton,Ohio,United States,0
micro,Oshkosh,Wisconsin,United States,1
planning,West Haven,Connecticut,United States,0
micro,Cincinnati,Ohio,United States,1
brewpub,Cincinnati,Ohio,United States,0
brewpub,Truckee,California,United States,0
micro,Truckee,California,United States,1
micro,Middletown,Ohio,United States,1
regional,Buellton,California,United States,0
brewpub,Arroyo Grande,California,United States,0
micro,Santa Barbara,California,United States,1
micro,Westlake Village,California,United States,1
contract,Akron,Ohio,United States,0
micro,Seattle,Washington,United States,1
micro,Pittsburgh,Pennsylvania,United States,1
brewpub,Portales,New Mexico,United States,0
micro,Paris,Kentucky,United States,1
planning,Tallahassee,Florida,United States,0
brewpub,Watkins Glen,New York,United States,0
micro,Ogden,Utah,United States,1
micro,Layton,Utah,United States,1
brewpub,Phoenixville,Pennsylvania,United States,0
brewpub,Oneonta,New York,United States,0
micro,Roscoe,New York,United States,1
planning,Tomball,Texas,United States,0
micro,Portland,Oregon,United States,1
micro,Oakland,California,United States,1
micro,Roslyn,Washington,United States,1
micro,Rye,East Sussex,England,1
brewpub,Annville,Pennsylvania,United States,0
micro,Spring Branch,Texas,United States,1
micro,San Diego,California,United States,1
micro,Oklahoma City,Oklahoma,United States,1
brewpub,Nenana,Alaska,United States,0
micro,Carlsbad,California,United States,1
micro,Baroda,Michigan,United States,1
micro,Baroda,Michigan,United States,1
brewpub,Lansdale,Pennsylvania,United States,0
micro,Indianapolis,Indiana,United States,1
micro,Pittsburgh,Pennsylvania,United States,1
planning,Danville,Pennsylvania,United States,0
micro,Brainerd,Minnesota,United States,1
micro,Bellefontaine,Ohio,United States,1
micro,Riverside,California,United States,1
brewpub,Mahopac,New York,United States,0
brewpub,Grants,New Mexico,United States,0
brewpub,Hartbeespoort,North West,South Africa,0
micro,Rancho Cucamonga,California,United States,1
micro,Chilton,Wisconsin,United States,1
micro,Chilton,Wisconsin,United States,1
brewpub,Santa Fe,New Mexico,United States,0
brewpub,Chambersburg,Pennsylvania,United States,0
brewpub,Moore,Oklahoma,United States,0
micro,New Orleans,Louisiana,United States,1
micro,Massillon,Ohio,United States,1
contract,Canton,Ohio,United States,0
brewpub,Canon City,Colorado,United States,0
brewpub,Royal Oak,Michigan,United States,0
brewpub,Royal Palm Beach,Florida,United States,0
closed,Portland,Oregon,United States,0
micro,Houston,Texas,United States,1
micro,Salisbury,Maryland,United States,1
micro,Wells,Nevada,United States,1
brewpub,Ogden,Utah,United States,0
micro,Sheridan,Montana,United States,1
contract,New York,New York,United States,0
micro,Petoskey,Michigan,United States,1
brewpub,Dowell,Maryland,United States,0
closed,Santa Rosa,California,United States,0
micro,New Braunfels,Texas,United States,1
micro,Hampstead,Maryland,United States,1
micro,Dixon,California,United States,1
micro,Sacramento,California,United States,1
micro,Greeley,Colorado,United States,1
micro,Bird In Hand,Pennsylvania,United States,1
brewpub,Saco,Maine,United States,0
proprietor,Saint Helens,Oregon,United States,0
micro,Richmond,Texas,United States,1
micro,South Fremantle,WA,Australia,1
micro,Kalamazoo,Michigan,United States,1
planning,Sturgeon Bay,Wisconsin,United States,0
proprietor,Portland,Oregon,United States,0
micro,River Falls,Wisconsin,United States,1
micro,Chester,New York,United States,1
regional,Santa Rosa,California,United States,0
micro,Santa Rosa,California,United States,1
brewpub,Hampton,Iowa,United States,0
micro,Waterford,Michigan,United States,1
micro,Kenosha,Wisconsin,United States,1
micro,Denver,Colorado,United States,1
brewpub,North Charleston,South Carolina,United States,0
micro,Canonsburg,Pennsylvania,United States,1
brewpub,Buffalo,New York,United States,0
micro,Penrith,NSW,Australia,1
brewpub,Mifflinburg,Pennsylvania,United States,0
brewpub,Lincoln City,Oregon,United States,0
micro,Roscoe,Illinois,United States,1
micro,Celbridge,Kildare,Ireland,1
micro,Nassau,New York,United States,1
planning,Atlanta,Georgia,United States,0
brewpub,Manitowoc,Wisconsin,United States,0
brewpub,Sabie,Mpumalanga,South Africa,0
micro,Fresno,California,United States,1
brewpub,Sackets Harbor,New York,United States,0
brewpub,North Conway,New Hampshire,United States,0
micro,Fryeburg,Maine,United States,1
micro,Sacramento,California,United States,1
planning,Herrin,Illinois,United States,0
planning,Kalispell,Montana,United States,0
brewpub,Half Moon Bay,California,United States,0
brewpub,Goodyear,Arizona,United States,0
brewpub,Wenatchee,Washington,United States,0
micro,Springdale,Arkansas,United States,1
planning,Rochester,New York,United States,0
brewpub,Robertson,Western Cape,South Africa,0
micro,Syracuse,New York,United States,1
micro,Fort Pierce,Florida,United States,1
micro,Marlo,VIC,Australia,1
large,San Diego,California,United States,0
regional,Houston,Texas,United States,0
micro,Philadelphia,Pennsylvania,United States,1
brewpub,Ephrata,Pennsylvania,United States,0
contract,Saint Paul,Minnesota,United States,0
brewpub,Middle Bass Island,Ohio,United States,0
brewpub,Saint Johnsbury,Vermont,United States,0
micro,Holbrook,New York,United States,1
micro,Littleton,Colorado,United States,1
micro,Tarpon Springs,Florida,United States,1
micro,Rockville,Maryland,United States,1
planning,Brooklyn,New York,United States,0
micro,Salem,Oregon,United States,1
brewpub,Salem,Massachusetts,United States,0
brewpub,Edmonds,Washington,United States,0
brewpub,McCall,Idaho,United States,0
brewpub,Webster,Texas,United States,0
micro,Aireys Inlet,VIC,Australia,1
micro,Hutchinson,Kansas,United States,1
brewpub,Bedford,Indiana,United States,0
micro,Salt Lake City,Utah,United States,1
micro,Salt Lake City,Utah,United States,1
brewpub,Bluffton,South Carolina,United States,0
brewpub,Lansing,New York,United States,0
brewpub,Saline,Michigan,United States,0
brewpub,Concord,Massachusetts,United States,0
micro,Salt Lake City,Utah,United States,1
planning,Foxboro,Massachusetts,United States,0
micro,Delray Beach,Florida,United States,1
micro,Huntsville,Alabama,United States,1
micro,Surf City,North Carolina,United States,1
brewpub,Charlotte,North Carolina,United States,0
brewpub,Eugene,Oregon,United States,0
regional,Breinigsville,Pennsylvania,United States,0
brewpub,San Diego,California,United States,0
micro,San Fernando,California,United States,1
proprietor,San Francisco,California,United States,0
micro,Liberty Hill,Texas,United States,1
planning,Montgomery,Texas,United States,0
brewpub,Friday Harbor,Washington,United States,0
brewpub,Alamosa,Colorado,United States,0
closed,San Marcos,California,United States,0
brewpub,San Pedro,California,United States,0
